GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
Connecticut,09,8294,248549,Establishments with 20 to 49 employees,12861844,2015
Connecticut,09,2719,185482,Establishments with 50 to 99 employees,11125539,2015
Connecticut,09,1760,271870,Establishments with 100 to 249 employees,15772606,2015
Connecticut,09,366,124846,Establishments with 250 to 499 employees,8148160,2015
Connecticut,09,111,75123,Establishments with 500 to 999 employees,6170173,2015
Connecticut,09,91,243288,"Establishments with 1,000 employees or more",20815091,2015
Delaware,10,24852,397385,All establishments,21305227,2015
Delaware,10,13749,22083,Establishments with 1 to 4 employees,1199984,2015
Delaware,10,4384,29025,Establishments with 5 to 9 employees,1236351,2015
Delaware,10,3139,42387,Establishments with 10 to 19 employees,1818925,2015
Delaware,10,2279,68873,Establishments with 20 to 49 employees,2975387,2015
Delaware,10,719,49331,Establishments with 50 to 99 employees,2104721,2015
Delaware,10,391,59562,Establishments with 100 to 249 employees,2763535,2015
Delaware,10,113,38860,Establishments with 250 to 499 employees,2471903,2015
Delaware,10,49,33477,Establishments with 500 to 999 employees,3092222,2015
Delaware,10,29,53787,"Establishments with 1,000 employees or more",3642199,2015
District of Columbia,11,22553,513002,All establishments,38445917,2015
District of Columbia,11,11203,19639,Establishments with 1 to 4 employees,1766767,2015
District of Columbia,11,4077,27176,Establishments with 5 to 9 employees,1915331,2015
District of Columbia,11,3069,41833,Establishments with 10 to 19 employees,3019355,2015
District of Columbia,11,2367,72323,Establishments with 20 to 49 employees,4945404,2015
District of Columbia,11,965,66031,Establishments with 50 to 99 employees,4756409,2015
District of Columbia,11,594,89700,Establishments with 100 to 249 employees,6757473,2015
District of Columbia,11,182,62790,Establishments with 250 to 499 employees,5082807,2015
District of Columbia,11,65,43132,Establishments with 500 to 999 employees,4065601,2015
District of Columbia,11,31,90378,"Establishments with 1,000 employees or more",6136770,2015
Florida,12,532830,7777990,All establishments,337074525,2015
Florida,12,329546,513937,Establishments with 1 to 4 employees,23899109,2015
Florida,12,85469,563398,Establishments with 5 to 9 employees,21803988,2015
Florida,12,55219,742877,Establishments with 10 to 19 employees,28725648,2015
Florida,12,38622,1162016,Establishments with 20 to 49 employees,44960454,2015
Florida,12,13167,904945,Establishments with 50 to 99 employees,35581006,2015
Florida,12,7881,1177426,Establishments with 100 to 249 employees,49644005,2015
Florida,12,1767,605796,Establishments with 250 to 499 employees,28538202,2015
Florida,12,702,474879,Establishments with 500 to 999 employees,24445728,2015
Florida,12,457,1632716,"Establishments with 1,000 employees or more",79476385,2015
Georgia,13,224593,3692490,All establishments,174839354,2015
Georgia,13,124214,202569,Establishments with 1 to 4 employees,9585604,2015
Georgia,13,39810,263851,Establishments with 5 to 9 employees,10166910,2015
Georgia,13,27395,370738,Establishments with 10 to 19 employees,14533400,2015
Georgia,13,20478,619514,Establishments with 20 to 49 employees,24105403,2015
Georgia,13,6978,480151,Establishments with 50 to 99 employees,20813898,2015
Georgia,13,4020,598032,Establishments with 100 to 249 employees,28551253,2015
Georgia,13,1069,361756,Establishments with 250 to 499 employees,19513151,2015
Georgia,13,401,269919,Establishments with 500 to 999 employees,15449620,2015
Georgia,13,228,525960,"Establishments with 1,000 employees or more",32120115,2015
Hawaii,15,31915,523677,All establishments,22068393,2015
Hawaii,15,16431,29168,Establishments with 1 to 4 employees,1360760,2015
Hawaii,15,6361,42026,Establishments with 5 to 9 employees,1580080,2015
Hawaii,15,4315,58539,Establishments with 10 to 19 employees,2184424,2015
Hawaii,15,2948,89224,Establishments with 20 to 49 employees,3421468,2015
Hawaii,15,1105,75987,Establishments with 50 to 99 employees,2964815,2015
Hawaii,15,520,77455,Establishments with 100 to 249 employees,3258798,2015
Hawaii,15,143,48420,Establishments with 250 to 499 employees,2153056,2015
Hawaii,15,63,45093,Establishments with 500 to 999 employees,2115460,2015
Hawaii,15,29,57765,"Establishments with 1,000 employees or more",3029532,2015
Idaho,16,44757,546524,All establishments,21119617,2015
Idaho,16,25690,41818,Establishments with 1 to 4 employees,1684113,2015
Idaho,16,8290,55090,Establishments with 5 to 9 employees,1801086,2015
Idaho,16,5601,75106,Establishments with 10 to 19 employees,2507259,2015
Idaho,16,3488,103394,Establishments with 20 to 49 employees,3519737,2015
Idaho,16,981,67216,Establishments with 50 to 99 employees,2520736,2015
Idaho,16,514,75108,Establishments with 100 to 249 employees,2727601,2015
Idaho,16,123,41352,Establishments with 250 to 499 employees,1782335,2015
Idaho,16,45,30882,Establishments with 500 to 999 employees,1229088,2015
Idaho,16,25,56558,"Establishments with 1,000 employees or more",3347662,2015
Illinois,17,318266,5427549,All establishments,289183546,2015
Illinois,17,178160,284389,Establishments with 1 to 4 employees,14552105,2015
Illinois,17,55389,367359,Establishments with 5 to 9 employees,15177060,2015
Illinois,17,38922,525525,Establishments with 10 to 19 employees,22583269,2015
Illinois,17,27664,838466,Establishments with 20 to 49 employees,37889093,2015
Illinois,17,9658,665082,Establishments with 50 to 99 employees,33311004,2015
Illinois,17,5960,906724,Establishments with 100 to 249 employees,48031087,2015
Illinois,17,1537,523290,Establishments with 250 to 499 employees,31153215,2015
Illinois,17,589,403637,Establishments with 500 to 999 employees,26430578,2015
Illinois,17,387,913077,"Establishments with 1,000 employees or more",60056135,2015
Indiana,18,145116,2660503,All establishments,113315432,2015
Indiana,18,71743,126419,Establishments with 1 to 4 employees,5472399,2015
Indiana,18,29199,193317,Establishments with 5 to 9 employees,6595035,2015
Indiana,18,20333,274046,Establishments with 10 to 19 employees,9584551,2015
Indiana,18,14536,440120,Establishments with 20 to 49 employees,15991155,2015
Indiana,18,5047,346530,Establishments with 50 to 99 employees,13501997,2015
Indiana,18,2975,445281,Establishments with 100 to 249 employees,18388650,2015
Indiana,18,801,269668,Establishments with 250 to 499 employees,12711220,2015
Indiana,18,309,213743,Establishments with 500 to 999 employees,10550800,2015
Indiana,18,173,351379,"Establishments with 1,000 employees or more",20519625,2015
Iowa,19,80952,1338418,All establishments,55079743,2015
Iowa,19,42474,74249,Establishments with 1 to 4 employees,2963895,2015
Iowa,19,15530,102659,Establishments with 5 to 9 employees,3480654,2015
Iowa,19,11040,149632,Establishments with 10 to 19 employees,5282095,2015
Iowa,19,7506,225296,Establishments with 20 to 49 employees,8107745,2015
Iowa,19,2423,165827,Establishments with 50 to 99 employees,6320683,2015
Iowa,19,1351,208123,Establishments with 100 to 249 employees,8759174,2015
Iowa,19,405,140036,Establishments with 250 to 499 employees,6095313,2015
Iowa,19,146,98655,Establishments with 500 to 999 employees,4531222,2015
Iowa,19,77,173941,"Establishments with 1,000 employees or more",9538962,2015
Kansas,20,74526,1189876,All establishments,51259676,2015
Kansas,20,39223,68665,Establishments with 1 to 4 employees,2811582,2015
Kansas,20,14391,95246,Establishments with 5 to 9 employees,3282745,2015
Kansas,20,9666,130271,Establishments with 10 to 19 employees,4810117,2015
Kansas,20,7077,212783,Establishments with 20 to 49 employees,7913281,2015
Kansas,20,2297,157438,Establishments with 50 to 99 employees,6183005,2015
Kansas,20,1352,205462,Establishments with 100 to 249 employees,9230610,2015
Kansas,20,341,117097,Establishments with 250 to 499 employees,5643015,2015
Kansas,20,127,87742,Establishments with 500 to 999 employees,4959682,2015
Kansas,20,52,115172,"Establishments with 1,000 employees or more",6425639,2015
Kentucky,21,91845,1579477,All establishments,63741066,2015
Kentucky,21,46767,83531,Establishments with 1 to 4 employees,3278765,2015
Kentucky,21,18384,121477,Establishments with 5 to 9 employees,4079981,2015
Kentucky,21,12536,169127,Establishments with 10 to 19 employees,5877769,2015
Kentucky,21,8754,263247,Establishments with 20 to 49 employees,9483440,2015
Kentucky,21,2929,200542,Establishments with 50 to 99 employees,7626813,2015
Kentucky,21,1678,252783,Establishments with 100 to 249 employees,10454129,2015
Kentucky,21,520,176787,Establishments with 250 to 499 employees,8049033,2015
Kentucky,21,176,119049,Establishments with 500 to 999 employees,5486062,2015
Kentucky,21,101,192934,"Establishments with 1,000 employees or more",9405074,2015
Louisiana,22,105575,1724973,All establishments,76684760,2015
Louisiana,22,52482,93098,Establishments with 1 to 4 employees,4267299,2015
Louisiana,22,21789,144544,Establishments with 5 to 9 employees,5190019,2015
Louisiana,22,14399,194252,Establishments with 10 to 19 employees,7286020,2015
Louisiana,22,10592,318082,Establishments with 20 to 49 employees,12254300,2015
Louisiana,22,3655,251982,Establishments with 50 to 99 employees,10067157,2015
Louisiana,22,1982,292684,Establishments with 100 to 249 employees,13189639,2015
Louisiana,22,429,148020,Establishments with 250 to 499 employees,7948557,2015
Louisiana,22,164,110082,Establishments with 500 to 999 employees,6700892,2015
Louisiana,22,83,172229,"Establishments with 1,000 employees or more",9780877,2015
Maine,23,40801,500549,All establishments,20413159,2015
Maine,23,23487,36992,Establishments with 1 to 4 employees,1593845,2015
Maine,23,7543,49770,Establishments with 5 to 9 employees,1732601,2015
Maine,23,5003,67354,Establishments with 10 to 19 employees,2309697,2015
Maine,23,3111,92458,Establishments with 20 to 49 employees,3387038,2015
Maine,23,941,64606,Establishments with 50 to 99 employees,2438778,2015
Maine,23,531,79130,Establishments with 100 to 249 employees,3299686,2015
Maine,23,130,44118,Establishments with 250 to 499 employees,1976232,2015
Maine,23,36,25497,Establishments with 500 to 999 employees,1335645,2015
Maine,23,19,40624,"Establishments with 1,000 employees or more",2339637,2015
Maryland,24,137204,2239817,All establishments,118496858,2015
Maryland,24,72904,122788,Establishments with 1 to 4 employees,6489549,2015
Maryland,24,25235,167304,Establishments with 5 to 9 employees,7248436,2015
Maryland,24,17789,240251,Establishments with 10 to 19 employees,10602393,2015
Maryland,24,13185,398730,Establishments with 20 to 49 employees,18381561,2015
Maryland,24,4615,316464,Establishments with 50 to 99 employees,15341783,2015
Maryland,24,2569,381739,Establishments with 100 to 249 employees,20399377,2015
Maryland,24,599,202616,Establishments with 250 to 499 employees,12510806,2015
Maryland,24,183,123699,Establishments with 500 to 999 employees,8124774,2015
Maryland,24,125,286226,"Establishments with 1,000 employees or more",19398179,2015
Massachusetts,25,175225,3167329,All establishments,198026611,2015
Massachusetts,25,92896,155521,Establishments with 1 to 4 employees,9104293,2015
Massachusetts,25,33365,221431,Establishments with 5 to 9 employees,10253698,2015
Massachusetts,25,22439,303127,Establishments with 10 to 19 employees,14453428,2015
Massachusetts,25,15979,482380,Establishments with 20 to 49 employees,24594600,2015
Massachusetts,25,5573,381559,Establishments with 50 to 99 employees,22095363,2015
Massachusetts,25,3556,543536,Establishments with 100 to 249 employees,32885079,2015
Massachusetts,25,893,306889,Establishments with 250 to 499 employees,23333033,2015
Massachusetts,25,308,208255,Establishments with 500 to 999 employees,18946427,2015
Massachusetts,25,216,564631,"Establishments with 1,000 employees or more",42360690,2015
Michigan,26,219627,3725280,All establishments,174873962,2015
Michigan,26,113884,193957,Establishments with 1 to 4 employees,9098939,2015
Michigan,26,43437,288069,Establishments with 5 to 9 employees,10581772,2015
Michigan,26,29712,401741,Establishments with 10 to 19 employees,15321323,2015
Michigan,26,20023,600590,Establishments with 20 to 49 employees,23726710,2015
Michigan,26,6793,468764,Establishments with 50 to 99 employees,20226938,2015
Michigan,26,4045,605079,Establishments with 100 to 249 employees,28643352,2015
Michigan,26,1102,367325,Establishments with 250 to 499 employees,19167566,2015
Michigan,26,405,281095,Establishments with 500 to 999 employees,15925503,2015
Michigan,26,226,518660,"Establishments with 1,000 employees or more",32181859,2015
Minnesota,27,148666,2612314,All establishments,133092716,2015
Minnesota,27,79797,125711,Establishments with 1 to 4 employees,6231809,2015
Minnesota,27,26348,176090,Establishments with 5 to 9 employees,6753842,2015
Minnesota,27,19740,266924,Establishments with 10 to 19 employees,10169131,2015
Minnesota,27,13847,417395,Establishments with 20 to 49 employees,17229901,2015
Minnesota,27,4828,334093,Establishments with 50 to 99 employees,15465786,2015
Minnesota,27,2870,434567,Establishments with 100 to 249 employees,20975558,2015
Minnesota,27,789,268894,Establishments with 250 to 499 employees,14516760,2015
Minnesota,27,278,191580,Establishments with 500 to 999 employees,12798040,2015
Minnesota,27,169,397060,"Establishments with 1,000 employees or more",28951889,2015
Mississippi,28,58662,926391,All establishments,33948151,2015
Mississippi,28,29572,54759,Establishments with 1 to 4 employees,2039840,2015
